course,instructor,quarter,year,A,nLetterStudents
ESM     245,COSTELLO C J,Fall,2023,25,39
ESM     257,HASTINGS S P,Fall,2023,10,20
ESM     270,LARSEN A E,Fall,2023,4,16
ESM     270P,LARSEN A E,Fall,2023,8,15
ESM     270P,MILLER J K,Fall,2023,8,15
ESM     271,SWALEC C M,Fall,2023,12,23
ESM     287,MASANET E R,Fall,2023,12,13
ESM     288,GEYER R,Fall,2023,9,22
ESM     295A,MONTAGUE D K,Fall,2023,0,0
ESM     296,DUDNEY J C,Fall,2023,5,12
ESM     296,SHAFROTH W G,Fall,2023,5,6
ESM     401B,ANDERSON S,Fall,2023,5,5
ESM     401B,BUNTAINE M T,Fall,2023,5,5
ESM     401B,FREE C,Fall,2023,4,5
ESM     401B,GAINES S,Fall,2023,5,5
ESM     401B,GEYER R,Fall,2023,0,5
ESM     401B,JASECHKO S A,Fall,2023,5,5
ESM     401B,KELLER A A,Fall,2023,5,5
ESM     401B,KENDALL B E,Fall,2023,5,5
ESM     401B,LARSEN A E,Fall,2023,5,5
ESM     401B,POTOSKI M,Fall,2023,5,5
ESM     402B,COTTER E E,Fall,2023,5,5
ESM     402B,HEILMAYR R F,Fall,2023,5,5
ESM     430,HALL M M,Fall,2023,0,0
ESM     437,LEOMBRUNI L V,Fall,2023,0,0
ESM     440A,HODGES H E,Fall,2023,20,20
ESM     512,BUNTAINE M T,Fall,2023,9,9
ESM     595AL,LARSEN A E,Fall,2023,6,6
FAMST   220,SHEREEN SAKR,Fall,2023,8,11
FAMST   232RW,PETRO P S,Fall,2023,5,5
FEMST   250TO,TYBURCZY J L,Fall,2023,3,8
FEMST   270,OAKS L M,Fall,2023,7,7
GEOG    200A,TRUGMAN A T,Fall,2023,0,0
GEOG    201,DE CARVALHO L,Fall,2023,0,0
GEOG    210A,JONES C,Fall,2023,13,13
GEOG    214B,ROBERTS D A,Fall,2023,5,15
GEOG    280,DE CARVALHO L,Fall,2023,0,0
GEOG    280,JONES C,Fall,2023,0,0
GEOG    288TN,NELSON T A,Fall,2023,0,5
GEOG    500,KING J Y,Fall,2023,0,0
GLOBL   210,MILLER-LIKHET,Fall,2023,7,7
GLOBL   220,MALHOTRA A,Fall,2023,1,8
GLOBL   223,AMAR P E,Fall,2023,5,5
GLOBL   232A,CHEN J,Fall,2023,8,8
GREEK   240,CAPETTINI E,Fall,2023,3,7
HIST    200AS,MCDONALD K L,Fall,2023,7,7
HIST    201E,HENDERSON J G,Fall,2023,2,5
HIST    201ME,SEIKALY S R,Fall,2023,9,9
HIST    201S,ARONOVA E A,Fall,2023,3,5
HIST    202,MENDEZ S C,Fall,2023,3,5
HIST    209A,O'CONNOR A M,Fall,2023,0,0
HIST    294,COVO M,Fall,2023,7,7
HIST    295GS,RAPPAPORT E D,Fall,2023,7,7
HIST    295PH,BERGSTROM R E,Fall,2023,5,5
HIST    295TS,MCCRAY W P,Fall,2023,9,10
INT     201HT,DERWIN S,Fall,2023,4,5
JAPAN   287J,MCDONALD K L,Fall,2023,6,6
LATIN   235,LINDHEIM S H,Fall,2023,5,6
LING    204,GRIES S T,Fall,2023,4,7
LING    248,BUCHOLTZ M H,Fall,2023,7,7
LING    248,HOU L Y,Fall,2023,7,7
LING    271,ZIMMAN L,Fall,2023,0,0
LING    272,MITHUN M,Fall,2023,0,0
LING    595,CAMPBELL E W,Fall,2023,5,5
LING    595,HOU L Y,Fall,2023,5,5
LING    595,KATSIKA A,Fall,2023,5,5
LING    595,TODD S J,Fall,2023,5,5
LING    595,ZIMMAN L,Fall,2023,7,7
MARSC   595,RAVEN M R,Fall,2023,0,0
MARSC   595,SANTORO A E,Fall,2023,0,0
MAT     200C,YERKES K M,Fall,2023,11,12
MAT     236,JACOBS J M,Fall,2023,1,5
MAT     255,LEGRADY G T,Fall,2023,6,6
MAT     261A,NOVAK M J,Fall,2023,12,12
MAT     261B,NOVAK M J,Fall,2023,12,12
MAT     595M,PELJHAN M,Fall,2023,0,0
MATH    201A,CRAIG K C,Fall,2023,7,32
MATH    206A,CHANDRASEKARA,Fall,2023,9,10
MATH    220A,LIU Z,Fall,2023,21,28
MATH    221A,COOPER D,Fall,2023,5,18
MATH    225A,CASTELLA-CABE,Fall,2023,7,7
MATH    227A,MCCAMMOND J P,Fall,2023,0,13
MATH    232A,MCCAMMOND J P,Fall,2023,6,7
MATH    237A,MORRISON D R,Fall,2023,2,15
MATH    240A,DAI X Z,Fall,2023,6,13
MATH    241A,YE R,Fall,2023,2,5
MATH    260EE,COOPER D,Fall,2023,0,13
MATH    260J,CENICEROS H,Fall,2023,9,9
MATH    260L,GARCIA-CERVER,Fall,2023,6,7
MATRL   200A,BATES C M,Fall,2023,11,18
MATRL   200Q,VAN DER VEN A,Fall,2023,5,11
MATRL   200S,GIANOLA D S,Fall,2023,5,7
MATRL   205,KRISHNAMOORTH,Fall,2023,5,7
MATRL   207,BEGLEY M R,Fall,2023,3,6
MATRL   209A,SPECK J S,Fall,2023,12,19
MATRL   215A,PALMSTROM C J,Fall,2023,3,17
MATRL   226,STEMMER S,Fall,2023,0,5
MATRL   271A,HAWKER C J,Fall,2023,1,6
MATRL   280A,CHABINYC M L,Fall,2023,6,6
MATRL   288A,VAN DE WALLE,Fall,2023,5,11
MATRL   289J,POLLOCK T M,Fall,2023,5,11
MCDB    218A,HAYES C S,Fall,2023,4,13
MCDB    218A,KOSIK K S,Fall,2023,4,13
MCDB    218A,MONTELL D J,Fall,2023,4,13
MCDB    221,KIM S,Fall,2023,13,13
MCDB    229,WAITE J H,Fall,2023,2,11
MCDB    260,MORRISSEY M A,Fall,2023,69,70
MCDB    260,SMITH I,Fall,2023,69,70
MCDB    262,FINKELSTEIN R,Fall,2023,0,0
MCDB    263,GARDNER B M,Fall,2023,0,0
MCDB    263,LOUIS M R,Fall,2023,0,0
MCDB    290ER,WEIMBS T,Fall,2023,7,7
MCDB    502,KRANZFELDER P,Fall,2023,0,0
MCDB    502,WILTON M B,Fall,2023,0,0
ME      200,MOEHLIS J M,Fall,2023,0,0
ME      207,LIAO B,Fall,2023,0,0
ME      210A,CHANDRASEKARA,Fall,2023,5,5
ME      215A,MEZIC I,Fall,2023,2,6
ME      219,BEGLEY M R,Fall,2023,4,11
ME      220A,LUZZATTO-FEGI,Fall,2023,4,7
ME      225EH,HAWKES E W,Fall,2023,12,12
ME      243A,BAMIEH B A,Fall,2023,7,11
ME      257,MEINHART C,Fall,2023,4,5
ME      291A,VALENTINE M T,Fall,2023,2,7
ME      295,TEEL A R,Fall,2023,0,0
MUS     203MT,BOURNE J E,Fall,2023,0,0
MUS     260A,BOURNE J E,Fall,2023,5,5
PHIL    296A,HANSER M F,Fall,2023,1,3
PHIL    299C,ALLEN C,Fall,2023,4,6
PHYS    205,BLAES O M,Fall,2023,11,36
PHYS    215A,HOROWITZ G,Fall,2023,13,40
PHYS    217A,VIJAY K,Fall,2023,7,9
PHYS    221A,SREDNICKI M,Fall,2023,15,26
PHYS    223A,FISHER M P,Fall,2023,3,11
PHYS    225A,RICHMAN J D,Fall,2023,3,17
PHYS    230A,JOHNSON C V,Fall,2023,2,7
PHYS    231A,MAROLF D M,Fall,2023,5,9
PHYS    232,BILDSTEN L,Fall,2023,5,12
PHYS    260A,JOHNSON C V,Fall,2023,0,0
PHYS    260A,LUO X,Fall,2023,0,0
PHYS    260G,DOGIC Z,Fall,2023,0,0
PHYS    260J,CARLSON J M,Fall,2023,0,0
PHYS    500,BRANDT T D,Fall,2023,0,0
POL S   230,KAPLAN C S,Fall,2023,3,5
POL S   295,BUNTAINE M T,Fall,2023,5,8
POL S   594CP,MAHDAVI P,Fall,2023,12,12
PSTAT   207A,CARTER A V,Fall,2023,7,17
PSTAT   210,SHKOLNIK A D,Fall,2023,5,9
PSTAT   213A,FELDMAN R,Fall,2023,5,26
PSTAT   220A,WANG Y-D,Fall,2023,14,29
PSTAT   223A,FOUQUE J-P,Fall,2023,2,7
PSTAT   231,COBURN K M,Fall,2023,22,25
PSTAT   234,OH SANG-YUN,Fall,2023,16,19
PSTAT   262FM,FOUQUE J-P,Fall,2023,6,11
PSTAT   263,PETERS G W,Fall,2023,0,0
PSTAT   263,YU G,Fall,2023,0,0
PSTAT   275,WANG Y-D,Fall,2023,10,15
PSTATW  274,FELDMAN R,Fall,2023,6,17
PSY     202,SHERMAN D A,Fall,2023,2,10
PSY     221A,COLLINS N L,Fall,2023,8,13
PSY     232,GRAFTON S T,Fall,2023,18,18
PSY     237,MAYER R E,Fall,2023,9,14
PSY     590A,WOODS V E,Fall,2023,0,0
PSY     592CG,MAYER R E,Fall,2023,0,0
PSY     592CP,MAYER R E,Fall,2023,0,0
PSY     592DV,COSMIDES L,Fall,2023,0,0
PSY     592FS,LIBERMAN Z E,Fall,2023,0,0
PSY     592FS,RATNER K G,Fall,2023,0,0
PSY     592NB,GOARD M,Fall,2023,0,0
PSY     594EJ,JACOBS E,Fall,2023,5,5
PSY     594JR,RONEY J R,Fall,2023,6,8
RG ST   200RR,BUSTO R V,Fall,2023,10,11
RG ST   200TM,WOLFSON E R,Fall,2023,5,7
RG ST   201,PEREZ E,Fall,2023,8,8
RG ST   257,ERDENE-OCHIR,Fall,2023,0,5
SOC     203,THEBAUD S E,Fall,2023,8,8
SOC     207A,ANDERSON KE B,Fall,2023,4,7
SOC     245A,BRIDGES T S,Fall,2023,8,9
SOC     290A,THEBAUD S E,Fall,2023,0,0
SPAN    202,GRASSET MOREL,Fall,2023,5,5
SPAN    299,MARQUES-PASCU,Fall,2023,1,4
THTR    211ED,NAKAMURA J C,Fall,2023,5,7
THTR    273C,GARCIA DAHAN,Fall,2023,4,5
TMP     271,ROTTNER R M,Fall,2023,6,6
TMP     280,TRIPSAS M,Fall,2023,5,5
TMP     421,LEARMAN R R,Fall,2023,6,27
TMP     432,BEANE M I,Fall,2023,11,27
TMP     441,LEWIS K,Fall,2023,12,27
TMP     463,TRIPSAS M,Fall,2023,7,27
WRIT    501,JOHNSON J K,Fall,2023,6,7
ANTH      2,HOELLE J A,Winter,2024,83,604
ANTH      3,MCCLURE S B,Winter,2024,179,331
ANTH    100,KENNETT D J,Winter,2024,10,25
ANTH    102,SALDIVAR TANA,Winter,2024,19,72
ANTH    116A,BANACH M,Winter,2024,12,37
ANTH    123MG,THOMPSON GONZ,Winter,2024,16,22
ANTH    125,PACHECO R,Winter,2024,5,35
ANTH    130,KILGALLEN J A,Winter,2024,27,46
ANTH    133,VANDERWARKER,Winter,2024,25,92
ANTH    150,BODDY A M,Winter,2024,15,33
ANTH    151T,GAULIN S J,Winter,2024,10,26
ANTH    193,VANDERWARKER,Winter,2024,0,48
ANTH    197ES,SALDIVAR TANA,Winter,2024,6,20
ART       1A,TASCHIAN H J,Winter,2024,10,53
ART       7C,GARCIA K,Winter,2024,21,64
ART       7D,BRADY S R,Winter,2024,49,83
ART      10,KOTH M K,Winter,2024,4,16
ART      18,BELTZ E A,Winter,2024,6,20
ART     100,ARGENT P,Winter,2024,11,20
ART     102MM,JEVBRATT L V,Winter,2024,7,16
ART     106W,WHITE J S,Winter,2024,2,9
ART     110,SAUBESTRE K L,Winter,2024,10,17
ART     117,BELTZ E A,Winter,2024,9,19
ART     126,VANDERPOOL J,Winter,2024,24,25
ART     132,SAUBESTRE K L,Winter,2024,8,12
ART     133M,KOSIK K S,Winter,2024,10,17
ART     133M,PATO LORENZO,Winter,2024,10,17
ART     133M,YASUDA K,Winter,2024,10,17
ART  CS 101,PITCHER H,Winter,2024,0,0
ART  CS 104,DJOUINI I,Winter,2024,0,0
ART  CS 107,ZALEHA S,Winter,2024,0,0
ART  CS 112,DJOUINI I,Winter,2024,0,0
ART  CS 120,CLANCY K J,Winter,2024,0,0
ART  CS 125,GARCIA K,Winter,2024,0,0
ARTHI     6B,PAUL C,Winter,2024,50,224
ARTHI     6E,OGBECHIE S O,Winter,2024,25,113
ARTHI     6J,WHITE J S,Winter,2024,66,143
ARTHI     6K,KHOURY N N,Winter,2024,13,91
ARTHI   103D,MOSER C H,Winter,2024,19,57
ARTHI   105P,BADAMO H A,Winter,2024,6,41
ARTHI   105Q,BADAMO H A,Winter,2024,16,52
ARTHI   107B,MEADOW M A,Winter,2024,14,54
ARTHI   132A,KHOURY N N,Winter,2024,3,47
ARTHI   136B,CHATTOPADHYAY,Winter,2024,20,57
ARTHI   136W,WHITE J S,Winter,2024,3,12
ARTHI   141G,WELTER V W,Winter,2024,5,57
ARTHI   142C,WITTMAN R K,Winter,2024,7,51
ARTHI   186SR,WITTMAN R K,Winter,2024,6,12
ARTHI   186SV,WELTER V W,Winter,2024,0,10
AS AM     1,PARK L S,Winter,2024,61,187
AS AM     5,NINH E K,Winter,2024,15,196
AS AM     9,FUJINO D C,Winter,2024,39,188
AS AM   100CC,ZULUETA B C,Winter,2024,16,37
AS AM   100HH,ZULUETA B C,Winter,2024,8,36
AS AM   122,NINH E K,Winter,2024,3,36
AS AM   128,DESAI J,Winter,2024,12,41
AS AM   130,PARK J S W,Winter,2024,7,42
AS AM   141,PANDYA S P,Winter,2024,18,22
AS AM   154,PARK J S W,Winter,2024,7,32
AS AM   158,PANDYA S P,Winter,2024,12,38
AS AM   165,RUBIO E H,Winter,2024,5,23
AS AM   194B,ZARATE A D,Winter,2024,0,0
ASTRO     1,GELLER R M,Winter,2024,15,204
BIOE    120B,STOWERS R S,Winter,2024,5,9
BIOL CS  20,LATTO J G,Winter,2024,0,0
BIOL CS  20,TYLER C M,Winter,2024,0,0
BIOL CS 101,LATTO J G,Winter,2024,0,0
BIOL CS 101,TYLER C M,Winter,2024,0,0
BL ST     2,MCAULEY C,Winter,2024,12,42
BL ST     3,AKUDINOBI J,Winter,2024,11,57
BL ST     7,STRONGMAN R D,Winter,2024,29,118
BL ST    14,STEWART J C,Winter,2024,8,52
BL ST    49B,WARE R T,Winter,2024,11,25
BL ST   109,ALVES J A,Winter,2024,3,33
BL ST   117,MCAULEY C,Winter,2024,19,58
BL ST   122,MARSHALL B L,Winter,2024,14,32
BL ST   125,LOCKWOOD M R,Winter,2024,6,27
BL ST   131,COFFEY EDISON,Winter,2024,14,60
BL ST   136,LYONS C D,Winter,2024,27,44
BL ST   146,STRONGMAN R D,Winter,2024,0,7
BL ST   153,TINSLEY O N,Winter,2024,27,63
BL ST   155,WEBBER M E,Winter,2024,4,40
BL ST   171,AKUDINOBI J,Winter,2024,20,60
BL ST   174,ALVES J A,Winter,2024,6,51
BL ST   190B,BURNETT M D,Winter,2024,0,5
C LIT    35,BERNARD A,Winter,2024,29,49
C LIT    36,WEBER E,Winter,2024,57,92
C LIT    50B,NESCI C,Winter,2024,18,48
C LIT    50C,MOAK D,Winter,2024,75,151
C LIT   101,ZAZZARINO M,Winter,2024,15,28
C LIT   134,TURSI G,Winter,2024,8,26
C LIT   152,OFFERT F,Winter,2024,3,14
C LIT   155,OFFERT F,Winter,2024,11,15
C LIT   170,TURSI G,Winter,2024,3,17
C LIT   179C,KITTLER W D,Winter,2024,8,41
C LIT   181C,DELCHEVA M P,Winter,2024,3,14
C LIT   186B,MURUAMENDIARA,Winter,2024,4,7
C LIT   186JJ,BENJAMIN R,Winter,2024,22,22
CH E    107,O'MALLEY M A,Winter,2024,26,46
CH E    110A,GORDON M J,Winter,2024,10,44
CH E    120B,CHMELKA B F,Winter,2024,16,51
CH E    121,HELGESON M E,Winter,2024,14,21
CH E    132C,MUKHERJEE ARN,Winter,2024,13,48
CH E    141,MCFARLAND E W,Winter,2024,3,7
CH E    152B,RAWLINGS J B,Winter,2024,4,16
CH E    154,DEY S S,Winter,2024,7,14
CH E    180B,CHADA J P,Winter,2024,18,41
CH E    180B,SQUIRES T M,Winter,2024,18,41
CH E    184A,CHADA J P,Winter,2024,14,43
CH E    184A,CHRISTOPHER P,Winter,2024,14,43
CH E    184A,DOHERTY M F,Winter,2024,14,43
CH ST     1B,DIAZ-SANCHEZ,Winter,2024,197,500
CH ST   109,BATZ G,Winter,2024,34,56
CH ST   127,RODRIGUEZ C H,Winter,2024,2,12
CH ST   168E,GARCIA M T,Winter,2024,10,34
CH ST   181,GUTIERREZ-MAG,Winter,2024,15,34
CH ST   183,HERNANDEZ E D,Winter,2024,7,34
CH ST   184A,HERNANDEZ E D,Winter,2024,34,56
CH ST   189,GARCIA S,Winter,2024,21,57
CH ST   191SD,SANCHEZ D,Winter,2024,14,26
CH ST   191UI,BATZ G,Winter,2024,20,21
CHEM      1A,PRICE S P,Winter,2024,100,554
CHEM      1A,SVADLENAK N D,Winter,2024,8,75
CHEM      1A,SYLVESTER B M,Winter,2024,39,266
CHEM      1AL,BERNT C M,Winter,2024,69,438
CHEM      1B,FELDWINN D L,Winter,2024,10,159
CHEM      1B,JOSEPH C A,Winter,2024,87,608
CHEM      1B,SYLVESTER B M,Winter,2024,67,317
CHEM      1BL,BERNT C M,Winter,2024,401,1058
CHEM      3B,CARLINI A S,Winter,2024,18,122
CHEM      6AL,GAINER M J,Winter,2024,52,347
CHEM      6BL,GAINER M J,Winter,2024,10,86
CHEM    109A,ANYIKA M,Winter,2024,8,137
CHEM    109A,LEWIS R B,Winter,2024,6,308
CHEM    109B,ANYIKA M,Winter,2024,15,250
CHEM    109B,LEWIS R B,Winter,2024,67,342
CHEM    112B,BURATTO S K,Winter,2024,19,39
CHEM    113B,BOWERS M T,Winter,2024,7,61
CHEM    113B,KIRTMAN B,Winter,2024,11,66
CHEM    116AL,LAVERMAN L E,Winter,2024,16,74
CHEM    125L,WALKER F M,Winter,2024,6,33
CHEM    130B,YANG Y,Winter,2024,9,31
CHEM    142B,GREENE B L,Winter,2024,8,52
CHEM    143,JAEGER L A,Winter,2024,1,14
CHEM    162B,REICH N O,Winter,2024,5,17
CHEM    163,ZHANG LIMING,Winter,2024,11,35
CHEM    171,BUTLER A,Winter,2024,6,18
CHEM    173B,ABU-OMAR M,Winter,2024,12,40
CHEM    183,SVADLENAK N D,Winter,2024,0,0
CHEM    184,HUBER C F,Winter,2024,2,11
CHEM    186,HAYTON T W,Winter,2024,4,9
CHEM    196,VLCEK V,Winter,2024,12,26
CHEM CS  11B,LAVERMAN L E,Winter,2024,0,0
CHIN      2,CHEN S C,Winter,2024,12,19
CHIN      2,YUAN J,Winter,2024,7,24
CHIN      2NH,GUAN D,Winter,2024,7,14
CHIN      5,YUAN J,Winter,2024,1,8
CHIN    122B,GUAN D,Winter,2024,13,26
CHIN    180CM,CHEN S C,Winter,2024,28,33
CHIN    183B,YANG M,Winter,2024,8,28
CLASS    40,SHILO A,Winter,2024,177,673
CLASS    50,GALLUCCI R,Winter,2024,48,140
CLASS    55,GALLUCCI R,Winter,2024,76,141
CLASS   101,MOODY T W,Winter,2024,42,91
CLASS   180B,MOODY T W,Winter,2024,9,25
CMPSC     5A,SOLIS S W,Winter,2024,58,108
CMPSC     5A,TANNA A A,Winter,2024,20,81
CMPSC     5B,SOLIS S W,Winter,2024,21,33
CMPSC     9,KHARITONOVA Y,Winter,2024,42,262
CMPSC    16,BURK K T,Winter,2024,50,142
CMPSC    16,MAJEDI M,Winter,2024,34,132
CMPSC    24,MIRZA D,Winter,2024,58,142
CMPSC    40,MAJEDI M,Winter,2024,23,93
CMPSC    64,MATNI Z A,Winter,2024,33,133
CMPSC   111,MATNI Z A,Winter,2024,31,98
CMPSC   130A,VIGODA E J,Winter,2024,35,76
CMPSC   130B,VIGODA E J,Winter,2024,37,120
CMPSC   140,YANG T,Winter,2024,8,34
CMPSC   148,HOLLERER T,Winter,2024,70,99
CMPSC   154,BALKIND J M,Winter,2024,61,98
CMPSC   156,CHOW S P,Winter,2024,88,94
CMPSC   162,FENG YU,Winter,2024,35,100
CMPSC   165A,BEYELER M,Winter,2024,33,101
CMPSC   165B,CHANG SHIYU,Winter,2024,36,61
CMPSC   170,WOLSKI R M,Winter,2024,8,88
CMPSC   176A,BELDING E M,Winter,2024,74,114
CMPSC   178,GUPTA T,Winter,2024,22,69
CMPSC   185,SRA M,Winter,2024,39,95
CMPSC   189B,VIGNA G,Winter,2024,43,50
CMPSC   190A,LOKSHTANOV D,Winter,2024,64,97
CMPSC   190I,YAN L,Winter,2024,11,54
CMPSC   196,BALKIND J M,Winter,2024,11,11
CMPSC   196,BEYELER M,Winter,2024,12,15
CMPSC   196,CHANG SHIYU,Winter,2024,5,5
CMPSC   196,HOLLERER T,Winter,2024,5,5
CMPSC   196,SHERWOOD T P,Winter,2024,5,5
CMPSC   196,SINGH A K,Winter,2024,3,5
CMPSCW    8,WANG R K,Winter,2024,112,274
CMPTGCS   1B,MATNI Z A,Winter,2024,0,0
CMPTGCS   1L,CONRAD P T,Winter,2024,0,0
CMPTGCS   2,MIRZA D,Winter,2024,0,0
CMPTGCS  10,KARAORMAN M,Winter,2024,0,0
CMPTGCS  20,WANG R K,Winter,2024,0,0
CNCSP   101,JANES L,Winter,2024,26,118
CNCSP   112,ZETZER H A,Winter,2024,63,157
CNCSP   132,CONSOLI A J,Winter,2024,6,22
CNCSP   197,JIMERSON S R,Winter,2024,42,97
COMM      1,TRUSCELLI N I,Winter,2024,64,359
COMM     87,WEBER R,Winter,2024,7,72
COMM     88,TRUSCELLI N I,Winter,2024,13,178
COMM     89,MEROLLA A J,Winter,2024,35,167
COMM    106,KIM YOUNG JI,Winter,2024,10,79
COMM    108,NAVICK N,Winter,2024,7,52
COMM    111,MEROLLA A J,Winter,2024,60,157
COMM    117,NABI R L,Winter,2024,12,84
COMM    118,FLANAGIN A J,Winter,2024,9,57
COMM    124,AFIFI T D,Winter,2024,17,79
COMM    127,HOUSTON R,Winter,2024,10,79
COMM    132,LINZ D G,Winter,2024,174,199
COMM    137,FANG C,Winter,2024,15,46
COMM    138,POTTER W J,Winter,2024,19,61
COMM    139,NABI R L,Winter,2024,9,83
COMM    148,KAM J A,Winter,2024,10,82
COMM    150,ABRA G J,Winter,2024,28,73
COMM    160DM,HAMILTON K A,Winter,2024,23,86
COMM    160OH,WALTHER J B,Winter,2024,7,59
COMM    160WB,HOUSTON R,Winter,2024,11,83
COMM    169,RICE R E,Winter,2024,10,81
COMM    175GW,STOHL C,Winter,2024,24,29
COMM    175PF,STOHL M S,Winter,2024,12,27
COMM    177,ABRA G J,Winter,2024,22,76
COMM    178,MAZUR A P,Winter,2024,27,55
COMM    181A,ABRA G J,Winter,2024,7,7
COMM    185,WALTHER J B,Winter,2024,13,74
COMM    188,LANE D S,Winter,2024,25,79
COMM    191,KIM YOUNG JI,Winter,2024,18,22
DANCE    42E,MOSELEY D,Winter,2024,11,16
DANCE    45,FRIEDMAN J A,Winter,2024,203,485
DANCE    46,OCAMPO C,Winter,2024,4,21
DANCE    47B,MEUNIER M M,Winter,2024,15,18
DANCE    47E,MEUNIER M M,Winter,2024,1,12
DANCE    50,WHITED B S,Winter,2024,14,16
DANCE    56B,SANCHEZ C A,Winter,2024,4,31
DANCE    56E,SANCHEZ C A,Winter,2024,0,12
DANCE    82AR,MCCARTHY C R,Winter,2024,3,7
DANCE    82BX,HUSTON V G,Winter,2024,1,20
DANCE    82C,LYONS M M,Winter,2024,11,16
DANCE    82FL,OCAMPO C,Winter,2024,15,22
DANCE    82MX,SANCHEZ C A,Winter,2024,5,14
DANCE    94,MEUNIER M M,Winter,2024,13,20
DANCE   145W,BENNAHUM D,Winter,2024,15,25
DANCE   147B,MOSELEY D,Winter,2024,17,23
DANCE   147E,HUSTON V G,Winter,2024,5,11
DANCE   151B,TING J,Winter,2024,11,11
DANCE   156B,LYONS M M,Winter,2024,3,7
DANCE   156E,TING J,Winter,2024,20,20
DANCE   163,SMILEY B T,Winter,2024,3,7
DANCE   167A,MCCARTHY C R,Winter,2024,5,15
DANCE   182FL,OCAMPO C,Winter,2024,3,7
DANCE   186,MCCARTHY C R,Winter,2024,1,6
DANCE   194,MOSELEY D,Winter,2024,16,16
EACS      3,HILLIS G A,Winter,2024,20,56
EACS      4A,FLEMING W,Winter,2024,75,282
EACS      4A,MAZANEC T J,Winter,2024,75,282
EACS      5,WALLACE V A,Winter,2024,20,57
EACS    147T,STEAVU-BALINT,Winter,2024,5,16
EACS    179,JOHNSON M J,Winter,2024,6,15
EARTH     2,WYSS A R,Winter,2024,13,131
EARTH     4,WROBEL A J,Winter,2024,40,288
EARTH     7,MOORE J,Winter,2024,52,285
EARTH    10,ANDERSON O E,Winter,2024,36,231
EARTH    20,LI G,Winter,2024,104,289
EARTH   103,WROBEL A J,Winter,2024,3,24
EARTH   105,LEA D W,Winter,2024,14,82
EARTH   115,RIOUX M E,Winter,2024,6,25
EARTH   124IG,RUDNICK R L,Winter,2024,3,11
EARTH   131,MATOZA R S,Winter,2024,3,16
EARTH   134,TANIMOTO T,Winter,2024,7,41
EARTH   158,GANS P B,Winter,2024,2,7
EARTH   160,WELDEAB S,Winter,2024,0,0
EARTH   160W,RIOUX M E,Winter,2024,3,12
EARTH   173,LOAICIGA H,Winter,2024,2,21
EARTH   175,JI C,Winter,2024,13,18
EARTH   189,PORTER S M,Winter,2024,4,5
EARTH   194GC,DE JONG M T,Winter,2024,13,13
EARTH   194RS,RAVEN M R,Winter,2024,3,9
ECE       1A,THEOGARAJAN L,Winter,2024,0,0
ECE       5,BREWER F,Winter,2024,60,92
ECE      10A,SALEM L G,Winter,2024,5,23
ECE      10AL,SALEM L G,Winter,2024,22,22
ECE      10B,SCHOW C L,Winter,2024,8,142
ECE      10BL,SCHOW C L,Winter,2024,103,139
ECE      15A,ZHANG Z,Winter,2024,30,81
ECE     120A,LOPATIN S D,Winter,2024,5,42
ECE     130A,MADHOW U,Winter,2024,24,92
ECE     130B,CHANDRASEKARA,Winter,2024,8,57
ECE     136B,SMITH S L,Winter,2024,7,19
ECE     137A,THEOGARAJAN L,Winter,2024,15,67
ECE     144,KLAMKIN J,Winter,2024,14,22
ECE     145B,RODWELL M J,Winter,2024,1,5
ECE     147B,BYL K A,Winter,2024,2,7
ECE     149,MARDEN J R,Winter,2024,2,22
ECE     152A,KIM B,Winter,2024,11,56
ECE     153B,ISUKAPALLI Y,Winter,2024,15,50
ECE     154B,STRUKOV D B,Winter,2024,9,16
ECE     157B,WANG L C,Winter,2024,11,29
ECE     162B,DENBAARS S P,Winter,2024,5,9
ECE     178,SEN P,Winter,2024,6,20
ECE     188B,BEN-YAACOV I,Winter,2024,36,60
ECE     188B,CHENEY C R,Winter,2024,36,60
ECE     189B,ISUKAPALLI Y,Winter,2024,31,59
ECE     194BB,KATARIA N,Winter,2024,9,25
ECE     194BB,QIN YAO,Winter,2024,9,18
ECON      1,TAZHITDINOVA,Winter,2024,307,752
ECON      2,HARTMAN J L,Winter,2024,65,330
ECON      3A,ANDERSON R W,Winter,2024,8,138
ECON      3AH,ANDERSON R W,Winter,2024,0,0
ECON      3B,FULKERSON S D,Winter,2024,13,97
ECON      3BH,FULKERSON S D,Winter,2024,0,0
ECON      5,AMARAL DE CAS,Winter,2024,6,111
ECON      5,HERRERA LA RO,Winter,2024,7,118
ECON      5,TSAO S,Winter,2024,7,118
ECON     10A,MILLNER A M,Winter,2024,25,353
ECON     96,ROYER H N,Winter,2024,19,20
ECON    100B,QIN C Z,Winter,2024,53,434
ECON    101,BIRCHENALL J,Winter,2024,37,356
ECON    107A,EBENSTEIN A O,Winter,2024,11,131
ECON    116A,FRECH H E,Winter,2024,7,42
ECON    117A,FRECH H E,Winter,2024,4,29
ECON    118,FULKERSON S D,Winter,2024,12,59
ECON    118,KULPER D E,Winter,2024,6,42
ECON    118H,KULPER D E,Winter,2024,0,0
ECON    132A,ANDERSON R W,Winter,2024,2,59
ECON    132AH,ANDERSON R W,Winter,2024,0,0
ECON    134A,ZHANG J,Winter,2024,23,76
ECON    134C,EYSTER E,Winter,2024,15,65
ECON    136A,HARMON C J,Winter,2024,17,69
